series_id,2017-Annual,2018-Annual,2019-Annual,2020-Annual,2021-Annual,2022-Annual
ENU2902550010,31106,32015.0,33321,37237,38107,38798
ENU2902750010,40789,42586.0,44983,48682,50178,52856
ENU2902950010,31522,33322.0,34767,37695,40828,42796
ENU2903150010,39281,40412.0,41481,44590,46416,49325
ENU2903350010,32217,33340.0,37891,38928,38602,40752
ENU2903550010,26933,26862.0,27175,29689,30373,31668
ENU2903750010,34825,36138.0,37282,40571,42556,45024
ENU2903950010,27432,28324.0,28976,30926,32627,34558
ENU2904150010,30946,31238.0,32438,35698,37044,37916
ENU2904350010,31860,32930.0,33814,36533,38627,40690
ENU2904550010,26476,26487.0,27595,29808,31626,33122
ENU2904750010,47613,48503.0,50257,52779,54568,59281
ENU2904950010,33952,34649.0,37125,39452,41399,43689
ENU2905150010,41328,42061.0,43084,45989,47306,49860
ENU2905350010,31763,33088.0,33611,36706,36998,39629
ENU2905550010,41475,36416.0,36942,38226,40796,42883
ENU2905750010,30102,29509.0,30654,32633,34541,37159
ENU2905950010,25960,26695.0,27867,29336,30376,31915
ENU2906150010,28160,28508.0,28293,29669,31515,33993
ENU2906350010,36021,34756.0,35761,38771,39374,42392
ENU2906550010,29527,30424.0,31892,33378,35721,37646
ENU2906750010,27499,27725.0,28661,30343,32326,34372
ENU2906950010,26676,27825.0,28411,29833,31747,32981
ENU2907150010,38938,40277.0,42569,44440,46104,48065
ENU2907350010,29908,30565.0,31356,33898,35429,36615
ENU2907550010,32975,33599.0,35752,38031,40239,42546
ENU2907750010,41799,43204.0,44706,47486,50703,52807
ENU2907950010,33672,34356.0,32194,33897,35940,37926
ENU2908150010,29843,30450.0,31209,33351,35155,37267
ENU2908350010,35779,36687.0,37726,40848,42607,44267
ENU2908550010,25654,25944.0,26921,29699,31927,32754
ENU2908750010,34083,35899.0,36783,40530,40978,43019
ENU2908950010,30063,31260.0,31363,33649,34984,38468
ENU2909150010,32454,33323.0,34345,36534,38659,40939
ENU2909350010,37790,39373.0,39250,40785,41864,43881
ENU2909550010,54772,56518.0,58029,62131,64661,66652
ENU2909750010,40288,39413.0,40289,42544,44469,46291
ENU2909950010,36467,37807.0,39096,41920,43603,45736
ENU2910150010,35221,36518.0,37312,40261,40891,43194
ENU2910350010,26320,27713.0,30103,33156,33987,35904
ENU2910550010,33852,34514.0,35112,37714,40618,43165
ENU2910750010,32108,32459.0,33555,36160,38087,39996
ENU2910950010,36003,37074.0,37013,38129,40202,42720
ENU2911150010,31199,32276.0,33953,36237,38151,40050
ENU2911350010,38888,39619.0,41220,43245,45128,47415
ENU2911550010,33521,34331.0,34546,36784,38208,38974
ENU2911750010,33423,33962.0,34671,37053,39098,40835
ENU2911950010,34607,35567.0,36619,37634,39971,42609
ENU2912150010,32045,32653.0,33719,36514,38334,39550
ENU2912350010,29155,30304.0,31137,33419,34636,36812
ENU2912550010,30360,30716.0,31816,34265,35606,37510
ENU2912750010,36127,37596.0,38497,41316,43371,46689
ENU2912950010,34670,34995.0,37629,42244,40762,44314
ENU2913150010,31366,32038.0,32297,35666,37078,39199
ENU2913350010,30483,31525.0,31793,34378,35962,38495
ENU2913550010,33427,34763.0,36409,40249,41617,43752
ENU2913750010,30160,31862.0,31196,33944,34886,37018
ENU2913950010,33306,34706.0,35394,38434,40817,43686
ENU2914150010,28537,28798.0,29480,32095,33864,35757
ENU2914350010,33740,35222.0,37335,38607,40608,43674
ENU2914550010,35251,40043.0,41304,44468,46377,49018
ENU2914750010,34892,35656.0,35611,38437,39047,40307
ENU2914950010,24922,25151.0,26165,28443,29737,31965
ENU2915150010,34107,35914.0,36328,39787,41989,44743
ENU2915350010,24539,25328.0,26392,28328,29874,30529
ENU2915550010,29102,29454.0,31172,32822,33949,35005
ENU2915750010,37315,37960.0,38486,39940,42335,45081
ENU2915950010,34140,35085.0,36869,38766,42110,44382
ENU2916150010,38307,39431.0,40371,42844,44598,46463
ENU2916350010,31745,33084.0,34202,36818,38616,40833
ENU2916550010,45465,47196.0,49108,53327,55773,58928
ENU2916750010,33921,34784.0,36216,38643,40565,43593
ENU2916950010,37171,37669.0,39239,41784,42726,43187
ENU2917150010,27428,28288.0,29954,33509,35155,37483
ENU2917350010,43991,44967.0,45247,47101,47623,49694
ENU2917550010,35519,36898.0,37854,40603,42958,48964
ENU2917750010,34886,35687.0,36363,38545,40190,42182
ENU2917950010,32622,34253.0,35136,37934,40999,42080
ENU2918150010,24313,25543.0,25252,26212,26744,28356
ENU2918350010,44050,45720.0,47693,50765,52310,55404
ENU2918550010,26786,27453.0,28700,31355,33244,35411
ENU2918650010,42364,43519.0,44836,47173,49117,51905
ENU2918750010,31023,32292.0,32794,35228,36506,39184
ENU2918950010,57535,60542.0,61534,65976,68327,71216
ENU2919550010,34605,35545.0,35837,40199,41176,43580
ENU2919750010,25815,25991.0,27227,29214,30638,32835
ENU2919950010,29889,31557.0,32364,34363,36797,38859
ENU2920150010,36022,37055.0,38333,41150,43172,45545
ENU2920350010,24603,25631.0,26728,28534,30464,33384
ENU2920550010,27299,28816.0,31133,34806,38238,39945
ENU2920750010,35122,36483.0,37097,39291,41238,43454
ENU2920950010,31226,29892.0,30842,32647,34275,36706
ENU2921150010,40408,40349.0,42571,48194,45748,47426
ENU2921350010,29855,31384.0,32062,34781,37252,39341
ENU2921550010,29764,30613.0,31892,34083,35853,37751
ENU2921750010,36005,36865.0,37171,39664,40593,42830
ENU2921950010,37025,38458.0,39523,41776,43523,45878
ENU2922150010,28806,30024.0,30891,33283,34841,36991
ENU2922350010,25607,25458.0,26282,29202,31963,34783
ENU2922550010,32036,33410.0,34168,36802,39673,41161
ENU2922750010,25707,26752.0,25586,27123,28550,28197
ENU2922950010,28992,30038.0,31051,33685,35804,38119
ENU2951050010,58129,60556.0,62781,66785,69646,72764
ENU3000150010,35942,36503.0,37204,40310,42315,47551
ENU3000350010,41239,44583.0,46928,47695,48821,51759
ENU3000550010,34613,35538.0,35948,38820,39979,42427
ENU3000750010,35064,36248.0,36883,38492,41336,42842
ENU3000950010,34105,34610.0,35257,37934,39486,41995
ENU3001150010,31072,33275.0,34951,38796,39618,42730
ENU3001350010,40387,41595.0,42756,45753,47895,51737
ENU3001550010,32518,33311.0,31261,34265,36002,38349
ENU3001750010,36193,37461.0,38983,40326,41758,47760
ENU3001950010,40762,44340.0,40862,41897,43187,43345
ENU3002150010,40461,41626.0,41696,42658,43268,45771
ENU3002350010,37053,38369.0,39952,43076,44915,49985
ENU3002550010,50346,51934.0,52863,53545,51455,54803
ENU3002750010,36327,37071.0,40196,41487,42619,44598
ENU3002950010,40879,41550.0,42610,45865,49082,52406
ENU3003150010,42611,44179.0,46146,51400,55242,58645
ENU3003350010,28169,28434.0,28507,30481,32718,35306
ENU3003550010,37885,39277.0,40559,47482,44625,46500
ENU3003750010,27031,27418.0,27440,30022,29201,38297
ENU3003950010,33146,32562.0,32909,34972,39661,41884
ENU3004150010,37908,38552.0,39110,42747,43777,45990
ENU3004350010,42023,42210.0,43366,44271,45905,48036
ENU3004550010,32249,32410.0,38242,38232,36716,38271
ENU3004750010,35065,36174.0,37043,39615,41549,44677
ENU3004950010,45335,46252.0,47826,51151,52621,56018
ENU3005150010,30279,31511.0,32744,35591,38391,38038
ENU3005350010,34124,35364.0,35877,38630,39570,43307
ENU3005550010,37686,38737.0,41399,43632,43486,44361
ENU3005750010,36942,40627.0,41367,54531,53939,56898
ENU3005950010,28490,30337.0,31142,34039,33789,36295
ENU3006150010,30798,30973.0,32769,33784,35716,38820
ENU3006350010,40898,42328.0,43560,47469,50492,53787
ENU3006550010,45972,46943.0,48662,47328,47835,50341
ENU3006750010,34101,35554.0,38069,40897,43730,47611
ENU3006950010,25620,26656.0,29430,33962,32957,32876
ENU3007150010,32574,33153.0,34813,37619,37012,37680
ENU3007350010,32219,32694.0,34431,37221,38669,40146
ENU3007550010,29302,30125.0,31269,33291,32780,42925
ENU3007750010,38815,39499.0,39846,43533,44068,49444
ENU3007950010,36614,38282.0,39515,42495,42138,44796
ENU3008150010,35680,36743.0,37695,40946,43877,47020
ENU3008350010,49931,52759.0,54124,53541,53829,56331
ENU3008550010,37636,39708.0,40866,43980,43824,45903
ENU3008750010,49405,50461.0,52376,55701,56958,57876
ENU3008950010,31894,33063.0,33774,35786,37364,39155
ENU3009150010,39063,39265.0,39521,41275,40544,43586
ENU3009350010,41314,41724.0,42732,45921,48448,50817
ENU3009550010,60470,61657.0,65718,70572,75399,75915
ENU3009750010,49576,50546.0,52673,54225,56335,57144
ENU3009950010,34431,34417.0,34940,36987,39129,39671
ENU3010150010,41766,43260.0,44785,50243,49706,52075
ENU3010350010,33915,35294.0,35489,37249,37603,39339
ENU3010550010,37004,38374.0,39852,42930,43437,46008
ENU3010750010,34962,36289.0,33967,37026,38043,37846
ENU3010950010,31170,32048.0,34880,34607,37084,36204
ENU3011150010,46292,48008.0,49335,52026,54281,57161
ENU3100150010,38016,39427.0,40653,42715,44740,47491
ENU3100350010,35131,36721.0,37486,43307,40908,44097
ENU3100550010,28691,28598.0,26953,29474,27228,27442
ENU3100750010,36219,36767.0,37669,38857,37987,42832
ENU3100950010,35179,35137.0,36453,37886,39122,42098
ENU3101150010,35908,37488.0,39366,41382,43054,45807
ENU3101350010,36155,36707.0,37665,39423,40569,43488
ENU3101550010,28947,29475.0,35847,32146,33379,33851
ENU3101750010,33301,34639.0,36219,37742,38952,41176
ENU3101950010,39063,39875.0,41207,44112,45886,48490
ENU3102150010,34893,36306.0,36582,38219,39641,42194
ENU3102350010,38008,39890.0,40989,44557,43600,48919
ENU3102550010,37155,37749.0,39518,43215,43383,47101
ENU3102750010,34829,35678.0,36870,38597,40163,41241
ENU3102950010,35574,36755.0,39270,42174,42316,46554
ENU3103150010,29768,31466.0,31792,33505,35146,37165
ENU3103350010,62442,48310.0,40543,42280,42440,44461
ENU3103550010,40852,42104.0,43194,47091,47803,48816
ENU3103750010,41081,43393.0,45537,51259,53554,54746
ENU3103950010,38008,39940.0,41251,43661,44678,48249
ENU3104150010,36693,37481.0,39064,41180,43103,45611
ENU3104350010,43718,46297.0,49866,52895,58271,59235
ENU3104550010,31641,33705.0,34527,37025,36541,38175
ENU3104750010,37608,39472.0,40796,43659,44136,49043
ENU3104950010,29709,31598.0,33140,34192,34135,34823
ENU3105150010,34573,36406.0,38343,42102,43840,47949
ENU3105350010,37550,39819.0,41406,45202,46493,49765
ENU3105550010,50838,52240.0,54281,58677,61203,65198
ENU3105750010,36671,38534.0,41491,42117,43427,47256
ENU3105950010,38967,39772.0,41927,43908,44801,49585
ENU3106150010,31223,31140.0,32252,34912,35380,37931
ENU3106350010,34089,34865.0,34287,36552,36900,38276
ENU3106550010,34638,35485.0,38119,40675,42281,45764
ENU3106750010,35649,36799.0,38262,40618,42055,45393
ENU3106950010,33740,32262.0,33816,35133,35275,37014
ENU3107150010,29073,29860.0,31660,34063,35756,37792
ENU3107350010,34852,35789.0,38134,40747,40186,43518
ENU3107550010,28341,29550.0,30460,30700,31242,34022
ENU3107750010,30894,31973.0,33196,35628,37402,37951
ENU3107950010,39049,40046.0,41501,45196,48069,50696
ENU3108150010,43060,43295.0,44426,47974,49755,52096
ENU3108350010,30613,32048.0,32694,35738,36239,37965
ENU3108550010,31686,31860.0,32159,33546,34577,36338
ENU3108750010,34618,36267.0,36809,39894,40053,43146
ENU3108950010,35443,36361.0,37451,40302,41841,43925
ENU3109150010,25185,27072.0,26232,29037,29677,29946
ENU3109350010,33369,33878.0,35635,37377,38400,39979
ENU3109550010,34852,35244.0,37750,39686,41909,48441
ENU3109750010,38033,39609.0,40800,42143,45001,51617
ENU3109950010,36511,38171.0,38898,41269,41699,46921
ENU3110150010,33225,34581.0,36099,37723,40057,41907
ENU3110350010,26275,28999.0,32953,33227,30652,31251
ENU3110550010,36341,37296.0,38172,40462,41030,43903
ENU3110750010,31823,33456.0,35179,37351,37433,39543
ENU3110950010,44048,45324.0,46576,50160,52615,55007
ENU3111150010,38446,39710.0,40602,43382,45623,47811
ENU3111350010,30851,30453.0,31402,33280,34353,36182
ENU3111550010,23611,24736.0,24637,28169,28333,30133
ENU3111750010,30887,32318.0,34198,33253,41545,42041
ENU3111950010,39390,41015.0,42019,44914,47455,50639
ENU3112150010,37437,39464.0,40744,39741,40881,45882
ENU3112350010,35661,36954.0,38829,41512,43349,45017
ENU3112550010,34407,33483.0,37044,37030,37661,40632
ENU3112750010,50517,51827.0,51819,55853,54897,60745
ENU3112950010,32018,33029.0,33853,34832,35611,38677
ENU3113150010,37396,38712.0,40352,43436,44771,47552
ENU3113350010,34291,35208.0,35434,38941,40978,44227
ENU3113550010,40431,41675.0,42775,44881,45617,49109
ENU3113750010,40947,42210.0,43701,45858,48905,53136
ENU3113950010,34274,35909.0,36854,39194,41143,44456
ENU3114150010,41684,43075.0,43946,46359,47918,50908
ENU3114350010,34972,35862.0,36714,38967,40596,43100
ENU3114550010,35821,36935.0,37804,39938,42048,43756
ENU3114750010,32145,33089.0,33946,36611,37625,39879
ENU3114950010,34747,34734.0,35924,39040,40700,41322
ENU3115150010,40998,42467.0,43433,48856,48267,51617
ENU3115350010,44927,46955.0,48742,52485,55339,56209
ENU3115550010,35736,36623.0,38531,41081,42354,46010
ENU3115750010,37998,39068.0,39674,41641,43131,45587
ENU3115950010,39735,41715.0,42308,44869,46066,49618
ENU3116150010,29217,31087.0,33210,35538,36979,37800
ENU3116350010,29763,30006.0,30536,32763,33178,36031
ENU3116550010,33120,33036.0,34246,35129,36115,36468
ENU3116750010,59958,66396.0,64654,64871,70463,77548
ENU3116950010,36255,37380.0,38997,42842,45647,49155
ENU3117150010,31949,33619.0,35630,41543,38598,45437
ENU3117350010,41061,42077.0,44127,49974,49287,53031
ENU3117550010,33773,35676.0,35590,38844,39335,40865
ENU3117750010,50784,53576.0,51255,54264,56868,59569
ENU3117950010,35682,36298.0,35973,37217,38191,41499
ENU3118150010,30253,31712.0,33323,36603,37386,39493
ENU3118350010,33608,34686.0,35937,38745,38019,41218
ENU3118550010,37226,39063.0,40314,43666,46371,50488
ENU3200150010,45345,47825.0,48014,50805,53111,56008
ENU3200350010,47395,49244.0,50410,54671,57501,60008
ENU3200550010,44426,46671.0,48680,54516,59976,61080
ENU3200750010,49238,51242.0,53802,57398,58542,61215
ENU3200950010,48109,46504.0,50686,49220,51720,55000
ENU3201150010,97469,100401.0,105549,104938,106557,108843
ENU3201350010,56236,56630.0,58820,62559,63187,64817
ENU3201550010,77475,79840.0,82472,76024,80877,87227
ENU3201750010,37612,37947.0,40689,43041,42487,45452
ENU3201950010,41200,42681.0,45583,48373,50354,53637
ENU3202150010,46956,50518.0,53330,56459,58061,58999
ENU3202350010,49862,51133.0,52295,54202,56402,59879
ENU3202750010,54920,57256.0,58353,64722,68340,70810
ENU3202950010,56964,55842.0,59125,74863,85035,81523
ENU3203150010,48341,50671.0,52420,57221,61745,64288
ENU3203350010,55730,57621.0,59098,62645,63283,66412
ENU3251050010,49203,50616.0,52226,55310,57083,60606
ENU3300150010,42803,44253.0,44411,49374,50185,52258
ENU3300350010,36000,36938.0,38233,43738,45360,47721
ENU3300550010,45087,46583.0,47481,52008,52557,56239
ENU3300750010,37927,38986.0,39924,44558,45517,49612
ENU3300950010,56139,57495.0,59421,65130,66777,68677
ENU3301150010,59686,61459.0,63427,70226,73122,75494
ENU3301350010,50964,52648.0,53989,58870,60756,65034
ENU3301550010,54111,55566.0,57738,62609,65873,68985
ENU3301750010,51529,52234.0,53812,57728,59294,61642
ENU3301950010,42730,43475.0,44415,48550,51763,53610
ENU3400150010,45480,46678.0,47528,53278,54672,56290
ENU3400350010,64085,65519.0,67086,73404,75748,77079
ENU3400550010,55346,57597.0,58927,65328,66844,68313
ENU3400750010,52922,54300.0,56116,61576,63944,64807
ENU3400950010,37018,37866.0,38994,42876,44343,46116
ENU3401150010,45166,46163.0,47261,51036,52434,54680
ENU3401350010,68184,70403.0,72475,78744,80233,82005
ENU3401550010,45847,46870.0,47554,51234,53180,54270
ENU3401750010,74962,77795.0,78406,85511,88286,90883
ENU3401950010,67183,65801.0,65810,70001,71355,71936
ENU3402150010,69423,71408.0,74508,80580,82647,86133
ENU3402350010,64002,65608.0,66395,72283,74970,77043
ENU3402550010,53736,55788.0,56701,63388,64709,66583
